              i           c_Id    mStart      mEnd            aDD            aDA            TDM
           7241        2455002      2455      2455        1.00000        0.01142        1.86341
           7242        2455003      2443      2455        4.13556        0.20603      782.76253
           7243        2455004      2455      2455        1.00000        0.01811        3.54042
           7244        2455005      2455      2455        1.00000        0.00472        0.75001
           7245        2455006      2455      2455        1.00000        0.00669        1.17523
           7246        2455007      2455      2455        1.00000        0.00433        0.47258
           7247        2455008      2455      2455        1.00000        0.00472        0.62340
           7248        2455009      2455      2455        1.00000        0.00630        0.82670
           7249        2455010      2455      2455        1.00000        0.00512        0.58404
           7250        2456001      2456      2456        1.00000        0.01929        4.26864
           7251        2456002      2456      2456        1.00000        0.00512        0.93977
           7252        2456003      2456      2456        1.00000        0.00906        2.26753
           7253        2456004      2456      2456        1.00000        0.01496        3.33742
           7254        2456005      2456      2456        1.00000        0.00866        1.81427
           7255        2456006      2456      2456        1.00000        0.02323        4.13237
           7256        2456007      2456      2456        1.00000        0.00669        0.69116
           7257        2457001      2457      2457        1.00000        0.00512        0.65844
           7258        2457002      2457      2457        1.00000        0.00669        1.07017
           7259        2457003      2457      2457        1.00000        0.01260        2.57573
           7260        2457004      2457      2457        1.00000        0.01024        1.69664
           7261        2457005      2457      2457        1.00000        0.00984        2.25437
           7262        2457006      2457      2457        1.00000        0.04134        9.81872
           7263        2458001      2458      2458        1.00000        0.00551        0.81913
           7264        2458002      2458      2458        1.00000        0.00787        1.22535
           7265        2458003      2458      2458        1.00000        0.01181        3.04705
           7266        2458004      2458      2458        1.00000        0.00433        0.67420
           7267        2459001      2459      2459        1.00000        0.00551        0.68536
           7268        2459003      2458      2459        1.64844        0.04154       22.22746
           7269        2459004      2459      2459        1.00000        0.00866        2.50473
           7270        2460001      2460      2460        1.00000        0.00787        1.23925
           7271        2460003      2460      2460        1.00000        0.01811        5.13320
           7272        2460004      2460      2460        1.00000        0.01929        7.33706
           7273        2460005      2460      2460        1.00000        0.01693        5.80140
           7274        2461001      2461      2461        1.00000        0.00630        1.21046
           7275        2461002      2461      2461        1.00000        0.00512        0.71833
           7276        2461004      2461      2461        1.00000        0.01575        4.37248
           7277        2461005      2461      2461        1.00000        0.00551        1.05531
           7278        2461006      2461      2461        1.00000        0.01102        3.50605
           7279        2462001      2462      2462        1.00000        0.00551        0.99560
           7280        2462002      2462      2462        1.00000        0.01142        3.50000
           7281        2462003      2462      2462        1.00000        0.00551        0.85578
           7282        2462004      2458      2462        2.73367        0.08567      108.46510
           7283        2462005      2462      2462        1.00000        0.01024        1.71505
           7284        2462006      2462      2462        1.00000        0.00472        1.89641
           7285        2463001      2463      2463        1.00000        0.00748        1.55123
           7286        2463002      2463      2463        1.00000        0.00512        0.77912
           7287        2463003      2463      2463        1.00000        0.01772        2.66534
           7288        2464001      2464      2464        1.00000        0.01181        2.18516
           7289        2464002      2464      2464        1.00000        0.00551        0.61912
           7290        2464003      2464      2464        1.00000        0.00472        0.68593
           7291        2464004      2464      2464        1.00000        0.00433        0.75540
           7292        2464005      2464      2464        1.00000        0.00591        0.68352
           7293        2464007      2464      2464        1.00000        0.00748        1.00769
           7294        2465001      2465      2465        1.00000        0.00669        1.00272
           7295        2465002      2465      2465        1.00000        0.00433        0.78806
           7296        2465003      2465      2465        1.00000        0.02402        4.56877
           7297        2465004      2464      2465        1.25078        0.07854       32.73921
           7298        2465005      2465      2465        1.00000        0.00787        1.44176
           7299        2466001      2466      2466        1.00000        0.00866        1.71614
           7300        2466002      2466      2466        1.00000        0.00669        0.81502
           7301        2466003      2466      2466        1.00000        0.00669        1.24230
           7302        2466004      2466      2466        1.00000        0.00669        1.52369
           7303        2466005      2466      2466        1.00000        0.00866        1.68105
           7304        2467001      2467      2467        1.00000        0.01417        2.71661
           7305        2467002      2467      2467        1.00000        0.00472        1.17990
           7306        2467003      2467      2467        1.00000        0.00512        1.04360
           7307        2467004      2467      2467        1.00000        0.00472        0.68960
           7308        2467005      2467      2467        1.00000        0.01378        3.47073
           7309        2467006      2467      2467        1.00000        0.01850        4.26693
           7310        2468001      2468      2468        1.00000        0.00709        0.99112
           7311        2468003      2468      2468        1.00000        0.01850        5.46624
           7312        2468004      2468      2468        1.00000        0.01142        2.44760
           7313        2469001      2469      2469        1.00000        0.04921       13.37395
           7314        2469003      2469      2469        1.00000        0.00787        1.94698
           7315        2469004      2469      2469        1.00000        0.00748        1.22890
           7316        2469006      2469      2469        1.00000        0.01575        3.68810
           7317        2469007      2469      2469        1.00000        0.00866        0.96550
           7318        2470001      2470      2470        1.00000        0.01929        6.15142
           7319        2470002      2470      2470        1.00000        0.01496        4.23685
           7320        2470004      2470      2470        1.00000        0.00551        0.75240
           7321        2470005      2470      2470        1.00000        0.01535        4.12492
           7322        2470006      2470      2470        1.00000        0.01024        2.77290
           7323        2470007      2470      2470        1.00000        0.00472        0.63116
           7324        2471001      2471      2471        1.00000        0.01772        4.00219
           7325        2471002      2471      2471        1.00000        0.01457        3.77005
           7326        2471003      2471      2471        1.00000        0.00433        0.78291
           7327        2471004      2471      2471        1.00000        0.01063        2.61837
           7328        2471006      2471      2471        1.00000        0.00748        2.06288
           7329        2471008      2471      2471        1.00000        0.01457        2.53313
           7330        2472001      2472      2472        1.00000        0.01890        4.47835
           7331        2472002      2472      2472        1.00000        0.01260        3.13801
           7332        2472003      2472      2472        1.00000        0.00512        1.35723
           7333        2472004      2472      2472        1.00000        0.01260        3.88020
           7334        2472005      2472      2472        1.00000        0.02402        3.74120
           7335        2472006      2472      2472        1.00000        0.01063        3.39503
           7336        2472009      2472      2472        1.00000        0.01260        1.99364
           7337        2473001      2473      2473        1.00000        0.01890        4.30142
           7338        2473002      2473      2473        1.00000        0.01181        2.90661
           7339        2473003      2473      2473        1.00000        0.00630        1.73408
           7340        2473004      2473      2473        1.00000        0.01457        3.78514
           7341        2473005      2473      2473        1.00000        0.01024        3.16546
           7342        2473007      2473      2473        1.00000        0.00748        1.33810
           7343        2473008      2471      2473        2.19481        0.04436       37.16390
           7344        2473009      2473      2473        1.00000        0.00748        1.37321
           7345        2474001      2474      2474        1.00000        0.01929        4.58687
           7346        2474002      2474      2474        1.00000        0.00827        2.06402
           7347        2474003      2474      2474        1.00000        0.01181        3.14426
           7348        2474004      2474      2474        1.00000        0.00630        0.79570
           7349        2474005      2474      2474        1.00000        0.01457        2.03976
           7350        2474006      2474      2474        1.00000        0.00472        0.70003
           7351        2474008      2474      2474        1.00000        0.00591        1.02661
           7352        2475001      2475      2475        1.00000        0.01929        4.60051
           7353        2475002      2475      2475        1.00000        0.00906        2.39464
           7354        2475003      2475      2475        1.00000        0.01969        6.52294
           7355        2475004      2475      2475        1.00000        0.00866        1.23865
           7356        2475005      2475      2475        1.00000        0.00866        1.80240
           7357        2476001      2476      2476        1.00000        0.01693        3.54558
           7358        2476002      2476      2476        1.00000        0.00472        1.02700
           7359        2476003      2476      2476        1.00000        0.01378        3.61047
           7360        2476004      2476      2476        1.00000        0.00551        1.56444
           7361        2476007      2476      2476        1.00000        0.01890        3.64473
           7362        2476008      2476      2476        1.00000        0.00630        1.50488
           7363        2477001      2477      2477        1.00000        0.01417        3.06386
           7364        2477002      2477      2477        1.00000        0.02323        5.90591
           7365        2477003      2477      2477        1.00000        0.00945        2.02113
           7366        2478001      2478      2478        1.00000        0.00669        1.50161
           7367        2478002      2478      2478        1.00000        0.00512        1.55297
           7368        2478003      2478      2478        1.00000        0.00866        1.27149
           7369        2478004      2477      2478        1.46544        0.06260       26.37867
           7370        2478005      2468      2478        4.23017        0.15655      473.54033
           7371        2478006      2478      2478        1.00000        0.00433        0.44444
           7372        2479002      2479      2479        1.00000        0.00630        0.74258
           7373        2479003      2479      2479        1.00000        0.01535        4.57919
           7374        2479004      2479      2479        1.00000        0.00512        1.11629
           7375        2479005      2479      2479        1.00000        0.00472        0.70076
           7376        2479006      2479      2479        1.00000        0.00472        0.92841
           7377        2479007      2479      2479        1.00000        0.01142        2.84934
           7378        2479008      2479      2479        1.00000        0.00984        1.91598
           7379        2479009      2479      2479        1.00000        0.00433        0.64446
           7380        2479010      2479      2479        1.00000        0.00945        2.14484
           7381        2480001      2480      2480        1.00000        0.01102        2.34979
           7382        2480002      2480      2480        1.00000        0.01772        4.54916
           7383        2480003      2480      2480        1.00000        0.00433        0.53261
           7384        2480005      2480      2480        1.00000        0.01181        2.31434
           7385        2480006      2480      2480        1.00000        0.00433        0.51665
           7386        2480007      2480      2480        1.00000        0.00630        1.35612
           7387        2481001      2481      2481        1.00000        0.01654        3.93716
           7388        2481003      2481      2481        1.00000        0.01102        2.71409
           7389        2481004      2481      2481        1.00000        0.01260        2.75999
           7390        2481005      2481      2481        1.00000        0.01299        4.93900
           7391        2481006      2481      2481        1.00000        0.01142        4.35792
           7392        2481007      2481      2481        1.00000        0.01535        2.76929
           7393        2481008      2481      2481        1.00000        0.00669        1.27141
           7394        2482004      2482      2482        1.00000        0.00866        2.07156
           7395        2482005      2482      2482        1.00000        0.00512        1.75532
           7396        2482006      2482      2482        1.00000        0.01142        5.64280
           7397        2482007      2482      2482        1.00000        0.03228        9.04818
           7398        2482008      2482      2482        1.00000        0.01496        2.71859
           7399        2483002      2482      2483        1.89333        0.02795       21.85822
           7400        2483003      2483      2483        1.00000        0.00472        1.63630
           7401        2483004      2483      2483        1.00000        0.01102        4.90447
           7402        2483005      2483      2483        1.00000        0.01063        1.68783
           7403        2483006      2483      2483        1.00000        0.02520        4.56030
           7404        2483007      2483      2483        1.00000        0.00630        1.57944
           7405        2483008      2483      2483        1.00000        0.00669        1.44364
           7406        2484002      2484      2484        1.00000        0.00433        0.61562
           7407        2484003      2484      2484        1.00000        0.01102        4.14559
           7408        2484004      2484      2484        1.00000        0.00591        0.57234
           7409        2484005      2484      2484        1.00000        0.00787        1.52272
           7410        2484006      2484      2484        1.00000        0.01417        3.15348
           7411        2484007      2484      2484        1.00000        0.01614        2.48602
           7412        2484008      2484      2484        1.00000        0.00551        1.07388
           7413        2485002      2485      2485        1.00000        0.02283        7.37642
           7414        2485003      2485      2485        1.00000        0.00669        0.66249
           7415        2485004      2485      2485        1.00000        0.01142        3.24840
           7416        2485006      2485      2485        1.00000        0.02677        7.41267
           7417        2485007      2485      2485        1.00000        0.00709        1.42974
           7418        2485008      2485      2485        1.00000        0.00472        0.96468
           7419        2486002      2486      2486        1.00000        0.00433        0.60293
           7420        2486003      2486      2486        1.00000        0.02520        8.03502
           7421        2486004      2486      2486        1.00000        0.00709        0.64590
           7422        2486006      2486      2486        1.00000        0.01299        1.76669
           7423        2486007      2486      2486        1.00000        0.01299        2.45085
           7424        2486008      2486      2486        1.00000        0.00787        1.84051
           7425        2486009      2486      2486        1.00000        0.00512        1.21008
           7426        2487001      2479      2487        2.87318        0.08622      213.44177
           7427        2487002      2487      2487        1.00000        0.00591        0.80910
           7428        2487003      2487      2487        1.00000        0.02362        7.19386
           7429        2487004      2487      2487        1.00000        0.00866        1.29250
           7430        2487005      2487      2487        1.00000        0.00591        0.84299
           7431        2487006      2485      2487        2.11798        0.04948       32.15352
           7432        2487007      2487      2487        1.00000        0.00945        2.59267
           7433        2487008      2487      2487        1.00000        0.00630        1.05851
           7434        2487009      2487      2487        1.00000        0.00787        1.77932
           7435        2487010      2487      2487        1.00000        0.00827        1.65370
           7436        2488001      2488      2488        1.00000        0.01969        5.07808
           7437        2488002      2488      2488        1.00000        0.02402        4.76999
           7438        2488003      2488      2488        1.00000        0.01614        3.53105
           7439        2488004      2488      2488        1.00000        0.01102        1.52835
           7440        2488005      2488      2488        1.00000        0.01220        3.47061
           7441        2488006      2488      2488        1.00000        0.00984        1.60315
           7442        2488007      2488      2488        1.00000        0.02244        4.32789
           7443        2489001      2489      2489        1.00000        0.01378        3.39780
           7444        2489002      2489      2489        1.00000        0.00669        1.41234
           7445        2489003      2489      2489        1.00000        0.01102        1.67754
           7446        2489004      2489      2489        1.00000        0.02126        5.62111
           7447        2489005      2489      2489        1.00000        0.00945        1.97467
           7448        2489006      2489      2489        1.00000        0.00787        1.37472
           7449        2489007      2489      2489        1.00000        0.00512        0.48266
           7450        2490001      2490      2490        1.00000        0.02165        4.26050
           7451        2490002      2490      2490        1.00000        0.00551        0.81357
           7452        2490003      2490      2490        1.00000        0.00591        1.05542
           7453        2490004      2490      2490        1.00000        0.00512        0.49222
           7454        2490005      2490      2490        1.00000        0.00433        0.69047
           7455        2490006      2490      2490        1.00000        0.01732        4.68402
           7456        2490007      2490      2490        1.00000        0.03386        7.38610
           7457        2490008      2490      2490        1.00000        0.00748        1.20196
           7458        2490009      2490      2490        1.00000        0.00551        0.89754
           7459        2491002      2491      2491        1.00000        0.00787        2.51020
           7460        2491003      2491      2491        1.00000        0.01299        2.42425
           7461        2491004      2491      2491        1.00000        0.02717        5.22714
           7462        2491005      2491      2491        1.00000        0.00906        2.15919
           7463        2491006      2491      2491        1.00000        0.00591        1.28027
           7464        2491007      2491      2491        1.00000        0.00709        0.90952
           7465        2491008      2491      2491        1.00000        0.00709        0.74015
           7466        2492002      2492      2492        1.00000        0.00984        1.78556
           7467        2492003      2492      2492        1.00000        0.00433        1.02906
           7468        2493002      2493      2493        1.00000        0.02992        7.36179
           7469        2493003      2493      2493        1.00000        0.00827        1.29503
           7470        2493004      2493      2493        1.00000        0.00709        1.89140
           7471        2493006      2493      2493        1.00000        0.01417        2.62429
           7472        2493007      2493      2493        1.00000        0.01378        1.74620
           7473        2494002      2494      2494        1.00000        0.01614        3.22127
           7474        2494003      2494      2494        1.00000        0.01063        3.00674
           7475        2494004      2494      2494        1.00000        0.00472        0.57519
           7476        2494005      2494      2494        1.00000        0.00827        2.58223
           7477        2494007      2494      2494        1.00000        0.00630        1.45775
           7478        2494008      2494      2494        1.00000        0.00906        1.65660
           7479        2495003      2495      2495        1.00000        0.00866        3.20389
           7480        2495004      2495      2495        1.00000        0.00669        0.80374
           7481        2495007      2495      2495        1.00000        0.01063        1.10316
           7482        2495008      2495      2495        1.00000        0.01811        5.32774
           7483        2495009      2495      2495        1.00000        0.00827        2.42581
           7484        2495010      2495      2495        1.00000        0.01024        1.88827
           7485        2496003      2496      2496        1.00000        0.00433        0.67861
           7486        2496004      2496      2496        1.00000        0.00984        3.38120
           7487        2496006      2496      2496        1.00000        0.00748        2.16775
           7488        2496007      2496      2496        1.00000        0.03819        7.26710
           7489        2496008      2496      2496        1.00000        0.01772        5.55210
           7490        2496009      2496      2496        1.00000        0.02126        5.22125
           7491        2496010      2496      2496        1.00000        0.01220        3.39843
           7492        2497003      2497      2497        1.00000        0.00512        0.73702
           7493        2497004      2497      2497        1.00000        0.00551        0.52501
           7494        2497005      2497      2497        1.00000        0.00591        1.82282
           7495        2497007      2497      2497        1.00000        0.00630        1.13153
           7496        2497009      2497      2497        1.00000        0.00433        0.54867
           7497        2497010      2497      2497        1.00000        0.01339        1.64041
           7498        2497011      2497      2497        1.00000        0.01181        2.70041
           7499        2497012      2497      2497        1.00000        0.01024        2.18041
           7500        2497013      2497      2497        1.00000        0.00709        1.87477
           7501        2497014      2497      2497        1.00000        0.00433        1.06770
           7502        2498003      2498      2498        1.00000        0.00512        0.57882
           7503        2498004      2498      2498        1.00000        0.00512        0.91838
           7504        2498006      2498      2498        1.00000        0.00591        0.75538
           7505        2498007      2498      2498        1.00000        0.01260        2.96655
           7506        2498008      2498      2498        1.00000        0.00551        1.63524
           7507        2499002      2499      2499        1.00000        0.00472        1.10483
           7508        2499003      2499      2499        1.00000        0.00748        1.02169
           7509        2499005      2499      2499        1.00000        0.00591        1.02659
           7510        2500004      2500      2500        1.00000        0.00709        1.04078
           7511        2500005      2500      2500        1.00000        0.01142        4.84377
           7512        2501001      2491      2501        5.28778        0.11772      405.13084
           7513        2501002      2500      2501        1.81333        0.02677       17.90504
           7514        2501003      2501      2501        1.00000        0.00748        1.29980
           7515        2501004      2492      2501        3.63787        0.12933      330.61257
           7516        2501005      2501      2501        1.00000        0.01693        3.40062
           7517        2501006      2501      2501        1.00000        0.01732        4.94305
           7518        2502001      2502      2502        1.00000        0.00512        0.56395
           7519        2502002      2502      2502        1.00000        0.00787        2.19158
           7520        2502003      2502      2502        1.00000        0.00433        1.34412
           7521        2502004      2502      2502        1.00000        0.01457        2.62574
           7522        2502005      2502      2502        1.00000        0.01378        1.66594
           7523        2502006      2502      2502        1.00000        0.01654        3.29644
           7524        2502007      2502      2502        1.00000        0.02756        3.67239
           7525        2503001      2503      2503        1.00000        0.00512        1.34476
           7526        2503002      2503      2503        1.00000        0.00984        1.11589
           7527        2504001      2504      2504        1.00000        0.00433        0.84413
           7528        2504002      2504      2504        1.00000        0.00669        1.49732
           7529        2504003      2504      2504        1.00000        0.01811        3.31644
           7530        2504004      2504      2504        1.00000        0.01102        1.70381
           7531        2504005      2504      2504        1.00000        0.00433        0.57358
           7532        2505001      2505      2505        1.00000        0.00630        1.21298
           7533        2505002      2505      2505        1.00000        0.00945        1.61585
           7534        2505003      2505      2505        1.00000        0.00669        1.34954
           7535        2506001      2506      2506        1.00000        0.00748        1.02352
           7536        2506002      2506      2506        1.00000        0.01024        1.12672
           7537        2506003      2506      2506        1.00000        0.01181        1.77398
           7538        2507001      2507      2507        1.00000        0.00472        0.73014
           7539        2507002      2507      2507        1.00000        0.00669        1.54415
           7540        2508001      2508      2508        1.00000        0.00551        1.03609
           7541        2508002      2508      2508        1.00000        0.01102        2.62876
           7542        2508004      2508      2508        1.00000        0.00827        2.03788
           7543        2509001      2509      2509        1.00000        0.00512        0.93345
           7544        2509003      2509      2509        1.00000        0.00472        0.77826
           7545        2510001      2510      2510        1.00000        0.00512        0.79128
           7546        2510002      2510      2510        1.00000        0.00630        1.62950
           7547        2510003      2510      2510        1.00000        0.00984        2.58521
           7548        2510004      2510      2510        1.00000        0.00551        0.58744
           7549        2510005      2510      2510        1.00000        0.02756        6.86790
           7550        2510006      2510      2510        1.00000        0.01575        3.31650
           7551        2510007      2506      2510        2.84362        0.05441       76.91265
           7552        2511001      2511      2511        1.00000        0.00472        0.66973
           7553        2511002      2511      2511        1.00000        0.01772        4.08115
           7554        2511003      2511      2511        1.00000        0.00512        1.27887
           7555        2511004      2511      2511        1.00000        0.00709        1.30004
           7556        2512001      2512      2512        1.00000        0.00472        0.76087
           7557        2512002      2512      2512        1.00000        0.02165        2.64245
           7558        2512003      2512      2512        1.00000        0.00748        1.49074
           7559        2512004      2512      2512        1.00000        0.04134        9.83137
           7560        2513002      2513      2513        1.00000        0.00669        1.28675
           7561        2513003      2513      2513        1.00000        0.00472        0.71535
           7562        2513004      2513      2513        1.00000        0.01772        3.29764
           7563        2513005      2513      2513        1.00000        0.00591        0.85306
           7564        2513006      2513      2513        1.00000        0.01181        2.64994
           7565        2514001      2514      2514        1.00000        0.00787        1.54580
           7566        2514002      2514      2514        1.00000        0.02126        4.88968
           7567        2514003      2514      2514        1.00000        0.00512        0.64350
           7568        2514004      2514      2514        1.00000        0.01142        4.94989
           7569        2514006      2514      2514        1.00000        0.01339        3.75976
           7570        2514007      2514      2514        1.00000        0.00709        1.13889
           7571        2515001      2515      2515        1.00000        0.00984        1.52873
           7572        2515002      2515      2515        1.00000        0.00984        2.00541
           7573        2515006      2515      2515        1.00000        0.01142        4.44721
           7574        2515007      2515      2515        1.00000        0.01969        4.23026
           7575        2515008      2515      2515        1.00000        0.00433        1.05229
           7576        2515009      2515      2515        1.00000        0.00906        1.15550
           7577        2515010      2515      2515        1.00000        0.00472        0.76235
           7578        2516001      2516      2516        1.00000        0.04370        8.02891
           7579        2516004      2515      2516        1.70455        0.02953       16.18984
           7580        2516006      2516      2516        1.00000        0.01339        4.82396
           7581        2516008      2516      2516        1.00000        0.02047        3.13790
           7582        2516009      2516      2516        1.00000        0.01220        2.40643
           7583        2517002      2515      2517        2.17021        0.05354       49.40596
           7584        2517003      2517      2517        1.00000        0.01969        4.63138
           7585        2517004      2517      2517        1.00000        0.01260        3.49076
           7586        2517006      2517      2517        1.00000        0.00433        1.05980
           7587        2517007      2517      2517        1.00000        0.01142        2.18964
           7588        2517008      2517      2517        1.00000        0.00512        0.63203
           7589        2517009      2517      2517        1.00000        0.00512        1.20815
           7590        2518002      2518      2518        1.00000        0.00787        1.57585
           7591        2518003      2518      2518        1.00000        0.00945        2.43368
           7592        2518005      2518      2518        1.00000        0.01024        2.82058
           7593        2518006      2518      2518        1.00000        0.01772        4.92536
           7594        2518007      2518      2518        1.00000        0.00433        0.82384
           7595        2518008      2518      2518        1.00000        0.02205        4.16944
           7596        2518009      2518      2518        1.00000        0.00512        1.73884
           7597        2519004      2519      2519        1.00000        0.00472        0.88463
           7598        2519005      2519      2519        1.00000        0.01654        4.38387
           7599        2519006      2519      2519        1.00000        0.01102        2.12488
           7600        2519008      2519      2519        1.00000        0.01614        4.90317
           7601        2520002      2519      2520        1.84416        0.02795       15.44031
           7602        2520004      2520      2520        1.00000        0.00591        1.42789
           7603        2520005      2520      2520        1.00000        0.01378        4.71908
           7604        2520006      2520      2520        1.00000        0.01063        1.40017
           7605        2520007      2520      2520        1.00000        0.00591        1.13400
           7606        2520009      2520      2520        1.00000        0.00984        2.74742
           7607        2521002      2521      2521        1.00000        0.02126        4.74006
           7608        2521004      2521      2521        1.00000        0.01063        2.75756
           7609        2521005      2521      2521        1.00000        0.00551        0.57365
           7610        2521006      2521      2521        1.00000        0.00472        0.65285
           7611        2521007      2521      2521        1.00000        0.00866        1.20592
           7612        2521008      2521      2521        1.00000        0.01417        3.71360
           7613        2521009      2521      2521        1.00000        0.00787        1.12274
           7614        2521010      2521      2521        1.00000        0.01575        4.27821
           7615        2521011      2521      2521        1.00000        0.01024        2.54975
           7616        2521012      2521      2521        1.00000        0.00472        0.83436
           7617        2521014      2521      2521        1.00000        0.01535        4.16124
           7618        2522002      2522      2522        1.00000        0.02283        5.22515
           7619        2522003      2519      2522        3.56250        0.02805       36.54892
           7620        2522004      2522      2522        1.00000        0.00433        0.74810
           7621        2522005      2522      2522        1.00000        0.00669        0.86460
           7622        2522006      2522      2522        1.00000        0.00472        0.49342
           7623        2522007      2522      2522        1.00000        0.01417        2.44914
           7624        2522008      2522      2522        1.00000        0.01260        2.95002
           7625        2522009      2522      2522        1.00000        0.00748        1.57851
           7626        2522011      2522      2522        1.00000        0.00945        2.98746
           7627        2523003      2523      2523        1.00000        0.02205        6.03472
           7628        2523004      2523      2523        1.00000        0.00748        1.03875
           7629        2523005      2523      2523        1.00000        0.02008        3.82963
           7630        2523007      2523      2523        1.00000        0.01378        3.92607
           7631        2524003      2524      2524        1.00000        0.00512        0.42153
           7632        2524004      2524      2524        1.00000        0.00512        1.05002
           7633        2524005      2524      2524        1.00000        0.00630        0.83583
           7634        2524006      2524      2524        1.00000        0.01772        4.57808
           7635        2524007      2524      2524        1.00000        0.02598        6.45114
           7636        2524009      2524      2524        1.00000        0.01142        3.28620
           7637        2524010      2519      2524        4.03205        0.04127       67.52509
           7638        2525001      2525      2525        1.00000        0.01063        2.18296
           7639        2525004      2525      2525        1.00000        0.01142        4.54718
           7640        2525005      2525      2525        1.00000        0.01260        3.54538
           7641        2525007      2525      2525        1.00000        0.00827        1.50923
           7642        2525008      2525      2525        1.00000        0.01732        3.13044
           7643        2525010      2525      2525        1.00000        0.00709        1.89449
           7644        2526002      2526      2526        1.00000        0.00472        0.80643
           7645        2526004      2526      2526        1.00000        0.01693        6.01007
           7646        2526005      2526      2526        1.00000        0.01024        2.34057
           7647        2526006      2526      2526        1.00000        0.01929        4.02168
           7648        2526007      2526      2526        1.00000        0.01181        1.58691
           7649        2527003      2527      2527        1.00000        0.00512        0.95510
           7650        2527004      2527      2527        1.00000        0.00433        0.91056
           7651        2527006      2527      2527        1.00000        0.00433        0.52884
           7652        2527007      2527      2527        1.00000        0.01102        2.74271
           7653        2527008      2527      2527        1.00000        0.00472        0.48573
           7654        2527009      2527      2527        1.00000        0.00433        1.17312
           7655        2527010      2527      2527        1.00000        0.01378        2.50342
           7656        2528004      2528      2528        1.00000        0.01339        5.39531
           7657        2528005      2528      2528        1.00000        0.00669        2.07428
           7658        2529002      2529      2529        1.00000        0.00433        0.51840
           7659        2529003      2527      2529        2.75556        0.03255       39.03840
           7660        2529005      2529      2529        1.00000        0.01339        5.59895
           7661        2530001      2530      2530        1.00000        0.00512        0.52482
           7662        2530003      2530      2530        1.00000        0.00748        1.74385
           7663        2530005      2530      2530        1.00000        0.00433        0.71752
           7664        2531002      2531      2531        1.00000        0.00945        1.72872
           7665        2531003      2531      2531        1.00000        0.00945        2.40119
           7666        2531006      2531      2531        1.00000        0.00709        1.69690
           7667        2532001      2532      2532        1.00000        0.01142        2.04934
           7668        2532003      2532      2532        1.00000        0.00748        1.13575
           7669        2532006      2532      2532        1.00000        0.00709        0.72142
           7670        2533002      2533      2533        1.00000        0.00787        1.62146
           7671        2533004      2533      2533        1.00000        0.00433        1.08167
           7672        2533006      2533      2533        1.00000        0.00433        0.99287
           7673        2534002      2534      2534        1.00000        0.00945        1.91727
           7674        2534005      2534      2534        1.00000        0.00433        0.69906
           7675        2534006      2534      2534        1.00000        0.00866        2.50165
           7676        2535002      2535      2535        1.00000        0.00984        1.97515
           7677        2535004      2513      2535        7.30084        0.19358     1330.58615
           7678        2535005      2535      2535        1.00000        0.00551        0.86756
           7679        2535006      2535      2535        1.00000        0.01378        2.09504
           7680        2535007      2535      2535        1.00000        0.03465        9.45675
           7681        2536002      2536      2536        1.00000        0.00827        1.54141
           7682        2536003      2536      2536        1.00000        0.00433        1.13777
           7683        2536004      2536      2536        1.00000        0.02953        8.44003
           7684        2536005      2536      2536        1.00000        0.00748        1.55077
           7685        2537001      2523      2537        8.14697        0.07420      345.94628
           7686        2537002      2537      2537        1.00000        0.01929        6.18941
           7687        2537003      2537      2537        1.00000        0.03386        4.29513
           7688        2537004      2537      2537        1.00000        0.02047        3.78869
           7689        2537005      2537      2537        1.00000        0.02717        8.61699
           7690        2537006      2537      2537        1.00000        0.00906        2.42723
           7691        2537007      2537      2537        1.00000        0.01575        2.56356
           7692        2538001      2538      2538        1.00000        0.00709        0.92267
           7693        2538002      2538      2538        1.00000        0.01496        3.48453
           7694        2538003      2538      2538        1.00000        0.00433        0.50561
           7695        2538004      2538      2538        1.00000        0.00827        1.96818
           7696        2538005      2538      2538        1.00000        0.07283       19.70232
           7697        2538006      2538      2538        1.00000        0.00748        0.77956
           7698        2539001      2539      2539        1.00000        0.00709        1.69711
           7699        2539002      2539      2539        1.00000        0.00591        1.04725
           7700        2539003      2539      2539        1.00000        0.00866        2.58881
           7701        2539004      2539      2539        1.00000        0.00906        1.70020
           7702        2539005      2539      2539        1.00000        0.01378        1.79695
           7703        2539006      2539      2539        1.00000        0.01496        2.35508
           7704        2539007      2539      2539        1.00000        0.01890        6.57181
           7705        2539008      2539      2539        1.00000        0.00433        0.73507
           7706        2540001      2540      2540        1.00000        0.00551        0.72055
           7707        2540002      2540      2540        1.00000        0.01496        3.73827
           7708        2540003      2540      2540        1.00000        0.00866        1.93299
           7709        2540004      2540      2540        1.00000        0.00433        0.67895
